7.142909833397333: nyx
5.836134453781511: sebamed
4.221498371335503: pimple
 4.0: bluebeautyproject
25.00673148486127: only
 3.0: 149rb
5.136363636363637: mengontrol
5.130771076019354: minyak
6.519813235271677: born
17.049953160332645: to
7.565110565110565: illuminator
8.970588235294116: sunbeam
22.32678192236414: spring
5.058333333333334: thebalm
4.8858181818181805: makeover
6.727272727272727: camuflage
 3.0: birthstone
4.666666666666668: manyo
5.765565102445471: factory
13.348919913381806: ice
5.079601990049753: 3ml
 3.0: meloision
5.560747663551403: kiehls
 5.0: menkou
5.515561653365282: dior
 5.0: sbb
7.694650099787548: deal
13.172779901204766: package
 3.0: naris
18.07038709087027: japan
 3.0: acmedica
3.1410522432793826: les
2.7136563876652: beiges
3.5608695652173914: ordinary
21.560013004416266: l
3.1428571428571423: ascorbic
4.433289130341787: acid
3.8801020408163254: 20g
3.7264077208006263: 43
 3.0: el0739
4.692603266090298: za
6.668666764232402: take
29.964339512435057: home
10.316753980636715: orange
11.136043360433604: 003
9.367383617118115: bigsale
 5.0: kos0060
18.30430302521261: terbatas
4.83874501340658: habisin
11.0: kos1322
9.539634146341463: trending
8.065701559020045: pelembab
2.0616332819722665: cheeklit
 9.0: kos1464
7.530973451327434: porefessional
7.722222222222221: rescue
19.83617272996155: lucu
 5.0: kos1764
22.945555956378165: fusion
6.252042365257569: ink
4.704111514583577: anna
3.892044740480081: sui
6.25: trice
 5.0: madre
12.647058823529413: labs
10.75294117647059: camellia
30.14864864864865: 1.7
21.242986425339367: fl
4.545454545454547: 45gr
27.019562361374575: lengkap
22.702397887087617: perempuan
21.105410241460422: gadis
2.4191176470588225: pipi
15.125499650814707: lembut
7.440720000527666: miss
6.535037843046272: colors
5.015075376884422: cosmetic
16.000331583310306: dijamin
3.258292682926829: blender
20.45437676112804: warni
3.889962200755985: tokoku
5.692307692307693: swisderm
17.916054564533056: 200
4.604545454545455: toning
 5.0: semprot
4.653846153846153: pengencang
4.555555555555557: fvs
4.794379540241547: profesional
5.000540081783814: remover
4.393750000000001: 100gr
11.745995206331191: protection
4.049180327868854: suncreen
23.226259719461684: front
5.171016272643538: breast
5.701492537313431: isolation
35.87197684743608: garansi
36.736768503656: resmi
4.704999999999998: dermo
 4.0: skincare010
4.298611111111111: 18ml
3.333333333333332: qr0145
8.313355661604085: waterproof
4.606936416184972: kitoderm
6.900898192340936: shape
7.276048204870701: tape
4.452933151432468: matrix
 4.0: oxydant
10.2: developer
33.48747891399245: 6
33.54193822151645: 9
 4.0: 135ml
7.018881950639312: 109
 8.0: counturing&highlight
14.631087112483295: chic
9.902769419192719: trendy
2.19463087248322: blushon
5.766504308729861: fitting
 3.0: lips1227
23.434362872446197: edisi
4.853979238754324: natur
8.725570252959436: e
3.915264935943725: advanced
4.453252032520325: penghilang
6.448660714285715: shading
31.274509803921568: khusu
3.25: beruntusan
25.529095477938352: atau
7.612449948646194: hello
8.583877595949218: halo
5.0072516316171125: mumer
4.901404140193666: cathy
5.838770230348032: doll
3.53125: pollution
12.541659930809274: 6g
3.2222222222222214: coverall
12.698786227396582: mo
7.527731650614413: 26
3.623090418199837: 10g
31.990391805841963: dapat
4.74206542278143: menutupi
 3.0: dodinar
4.46153846153846: photoshop
3.72303337505576: sk
4.085714285714285: u002fsk2
4.066666666666666: u002fskii
16.869942635141285: uk
6.057812560140032: g
8.17571629042773: u002f
15.840928443491793: ok
16.748801780212254: oke
6.252840342834364: hydra
31.294654873248973: mate
5.621975147155002: peripera
4.710807600950119: dal
5.646153846153847: airy
3.851851851851851: reffill
 4.0: qr0919
4.253731343283583: cure
13.893324215744935: sebelum
4.9629645093945705: kehabisan
 4.0: vx1869
16.33782811938152: al
3.6097560975609753: antiaging
3.4410646387832706: instabright
3.011764705882353: fixing
3.390756302521009: oreal
4.611764705882354: clinical
29.814307458143073: laser
4.291991458481622: tull
4.291845493562231: jye
5.6683937823834185: aid
14.26361171607627: pelangi
3.3999999999999986: primaderma
3.9514241123683185: prima
4.231788079470199: derma
4.333333333333332: contor
 8.0: huamianli
22.474184870635625: 3d
 3.0: reff
 3.0: overlaneige
4.217741935483872: starting
5.367688022284124: bha
4.145143256718516: brow
35.24615932444806: quad
5.205231388329981: correcting
5.253744223595568: banana
5.318181818181817: warungsakti
 4.0: cusion
4.860383944153579: aloevera
4.789473684210527: pores
32.551637279596974: jelang
22.932984736052905: lebaran
35.246597476117465: besaran
19.6900634548184: party
8.829442516770762: luxury
3.9732246798603015: 20gr
7.865546218487395: saemmul
7.266666666666666: nanda
23.895515291985173: diamond
23.470890371026794: halus
34.23318124120896: mulus
3.523551114641407: naked
3.4519548255483805: definition
6.549770290964776: instan
4.199999999999999: faceglow
4.432432432432432: flesh
4.753872633390706: palet
22.594626528305763: portable
20.069783908479586: pesta
4.041379310344826: salon
21.696629213483146: pupuk
3.914770906760655: organik
 3.0: poc
7.4792389371181045: nasa
6.05825483391175: 250
3.9591836734693864: micellar
6.617867021821535: 125
18.407587375897975: trim
5.838456845168256: kering
2.85343248514857: muscle
3.1691743898566287: flawless
20.22580250837347: banyak
26.542640267044675: orchid
4.241379310344829: enriched
6.851355888882765: ecer
4.32: sukin
4.40909090909091: calming
4.666666666666668: 120ml
19.223163579450663: good
 5.0: virtues
12.18113312866313: co
 5.0: goodness
4.30188679245283: 60gr
8.595627825674114: transformer
18.040333911893544: 96
4.502923976608187: seed
19.847960967615506: kekinian
5.913036301979652: terakhir
3.2675415573053357: press
25.884738128288305: single
20.559153998678124: corset
4.541461006910168: yu
4.167268972638102: chun
23.351563557601192: mei
4.699999999999999: muji
21.887754059850884: jepang
3.7904191616766454: latulipe
 3.0: 34gr
4.105882352941176: oxy
4.182692307692307: esenses
5.317470456723093: kontrol
31.25444340505145: abadi
5.333333333333332: menyelesaikan
25.682463110102155: jamin
4.293209876543209: olay
4.407713498622588: effects
 3.0: hypoalergenic
3.062657952069717: kf
5.002380243975008: 123
 5.0: pencerah&moisturizing
4.017543859649123: sunblok
4.706954326371356: atmosphere
10.886363636363637: lipstic
 4.0: recipes
5.222222222222221: revolution
36.3662830931661: youth
4.51443471782455: 301
5.668703326544467: ekslusif
3.6000000000000014: nuskinn
4.043651626442813: nu
3.6363636363636367: colou
 1.0: uktra
 4.0: bestbrand
 5.0: cc+cream
6.872340425531913: 12ml
30.482808350481015: sh
33.4129006356109: distributor
6.035714285714285: infusion
4.25: brunbrun
 4.0: brun
 2.0: cheecklit
3.961313012895662: instaperfect
22.222874148784765: model
6.771487559453174: extreme
3.71345029239766: uva
3.6482758620689673: uvb
4.828607172643871: ngetren
 3.0: sh020
11.298250211978726: dus
10.689176011701608: lilac
4.2137385882440554: terbukti
3.1020044543429854: blended
11.836766852825992: cp
4.394117647058824: 435
4.638554216867469: superstay
5.155555555555555: 24h
5.675589217669472: suplier
3.46484375: inklasting
5.351597993126063: lavender
21.56668444812695: import
21.74473357515331: tinggi
 4.0: fof189
22.39956774482039: through
4.129032258064516: sarogayo
2.944444444444443: 9.5gr
7.735294117647058: facestudio
7.590664272890486: intense
2.071428571428573: 1pack
1.7333333333333343: 15g+refill
5.59375: mizzu
4.519468407554207: watt
4.060255112809216: from
 3.0: whitin
29.657467739118335: purple
5.810623643441158: terkini
12.04925665794767: lip
6.35125714199112: collection
4.0588235294117645: no.21
9.407438572327823: liner
4.479491255961843: exp
20.333333333333336: nov
4.701236917221692: 2020
3.424870466321245: acnes
8.928525434642626: film
31.081662075750373: bulan
35.77020820964502: ini
2.7600000000000016: springs
 5.0: pe39i
19.478219664917923: 55
2.6679841897233203: powerstay
1.4917127071823195: eity
2.359881572830261: eight
4.592233009708739: telling
6.519476657746061: let
4.851851851851851: know
3.3133903133903146: acnederm
10.51818181818182: mattes
4.428571428571427: treat
4.350746268656717: sensitif
10.145260070732338: pastel
4.371695178849144: 54
2.3076923076923066: frisson
3.6050000000000004: clay
4.118644067796609: clarifying
14.635890767230169: 014
 1.0: railay
6.167945205479452: syantik
27.385080910406526: bgt
4.363636363636363: nge
11.20197962989528: hits
21.588151749378635: cute
22.029540745425344: cartoon
4.064102564102566: 50+pa
 6.0: astaxanthine
3.76923076923077: oxidant
2.8382450550909333: bersih
17.98586220178082: shot
7.695652173913043: follow
4.636363636363637: bisque
15.32068274745479: holiday
4.890694710006372: fill
10.375: h04
9.579981578139392: kilap
4.983421891604674: scar
21.597313864472227: lace
3.3636363636363633: wig
20.320492642833948: lurus
 3.0: lw203
4.507021138373894: rambut
14.511669941060903: palsu
11.23844105543452: multifungsi
4.428571428571427: spf41
4.2770083102493075: mineralight
5.666666666666668: pcc
10.213648939440517: fade
4.100533130236101: viral
6.666666666666668: rewind
 4.0: e.l.f
3.1184210526315788: palgantong
 3.0: theatrical
18.89655172413793: geser
23.22498938128274: pict
 5.0: moizturizer
3.4074074074074083: scarlett
7.03960396039604: bok
3.6039772952804334: indah
11.894315545243618: birthday
11.966666666666665: lipsticks
5.199999999999999: glossier
3.148148148148149: wowder
5.205020920502093: spf35
2.898113207547169: suntan
4.944444444444443: bndbdk0511
8.415584415584416: sasimi
4.658959537572255: concept
24.971560985885823: back
22.381495209175142: branded
 3.0: sz19
3.90909090909091: cussion
4.894402762100789: 29
7.513291972175221: head
4.083333333333332: brighter
2.382978723404257: cottect
22.653622789958426: fashion
21.837152451270594: women
22.141233858069292: lady
13.454601377160268: girls
 3.0: mso059
 3.0: invisibe
13.5: oose
 3.0: 03mn
7.399999999999999: 4417
16.82605976392147: 41
5.621621621621621: imagic
4.825149239360677: 60ml
 4.0: koskin
9.866666666666667: j.cat
 5.0: superwhite
6.065420560747665: o.two.o
3.7321739130434786: sk2
5.199999999999999: tawny
14.63631877621515: 1kg
6.600000000000001: heroine
3.9426060503633593: prep
6.521121459332658: erl
3.738032919352854: fine
3.4115044247787623: fairness
3.169811320754718: chrystal
2.694915254237287: 11gr
4.276315789473685: salep
4.189452468928451: lift
4.4375: pengangkat
4.794770206022186: bintik
4.57311669128508: hidung
6.195614996711246: martin
5.25: stnps
7.933249370277078: member
 3.5: qr0410
4.115384615384617: qr0252
15.615384615384615: tiga
 5.0: qr0023
4.516129032258064: batrisyia
24.472717450027012: ekstra
8.393034017144032: eksklusif
0.8474576271186436: jovi
6.659574468085108: korektor
4.131045241809673: monokrom
15.875996466023818: cantik
5.816475609085771: setting
5.372781065088759: k87
4.024356638072803: 78
23.41823899371069: lisa
21.554128440366974: blackpink
5.838095238095239: botanical
9.133333333333333: abh0003
5.446575342465753: pomegranate
 6.0: creams
7.001906375767845: ben
3.1875: nye
 3.0: 1.5oz
3.375: eyezone
6.791715783911222: 19
2.0799999999999983: no.30
14.25: 1319
4.204545454545453: dissy
 3.0: 1399
4.166666666666668: 32ml
7.037077426390404: loved
4.522088353413654: niacin
4.611111111111111: lipnicure
22.17778772235452: ungu
20.768464075720637: burgundy
 4.0: slnl4
12.473382473382472: tas
 3.0: natriv
5.996734887453943: made
9.019703264094957: capsule
16.5: 1981
2.137254901960784: torrid
4.681614349775785: 17ml
 5.0: 1306
 9.0: no.35
3.50049191848208: fantastic
3.9585921325051743: cn86
7.375842943218547: mudah
11.68459986550101: perancis
 3.0: 1495
 1.0: 370c
 3.0: 1463
3.7058823529411775: penghalus
24.367936925098554: war
3.5793103448275865: touche
3.2560386473429936: eclat
2.889717985295732: within
5.266692265565496: mint
3.576632545005296: grape
 8.5: ws01
4.822085889570552: miniso
12.97736479786963: 99
3.9512195121951237: peiyen
6.301061007957561: babe
3.3999999999999986: qr0584
7.919315403422981: michelle
7.90909090909091: quan
3.2941176470588225: 16hr
3.037190082644628: reducer
3.6630612192688474: forever
5.210884353741495: petals
9.88314606741573: dolly
4.803222858286084: 42
7.593989505485769: icon
3.518518518518519: pearlescent
6.348497736314997: sister
17.66445176443213: pensil
5.254344869276107: cooling
4.623655913978496: spf42
 3.0: a385
7.513006396588487: 1m
7.481160512434062: ed
22.302054233029466: o
3.086956521739129: lumitouch
6.3353680869246745: crown
5.791044776119403: canopy
5.9288399749356735: terupdate
37.88180750524146: max
2.8757763975155264: factor
3.791044776119403: facefinity
7.526315789473685: hightlight
4.557025200764034: petal
 4.0: luminius
3.9244482173174866: temulawak
4.26171875: holo
4.256944444444443: widya
37.83412517799869: kartu
5.851152349595928: peel
 7.5: reusable
4.926447356193663: lingkaran
13.66822704769374: 1pc
23.690367512117078: camo
10.137768240343348: ra
3.084864126309398: ale
6.887725359532354: 05
3.8657313850458586: last
19.976689127663448: 75
11.042015593416114: jkt
3.645833333333332: wadah
5.140552995391705: pac
5.154411764705884: silkygirl
4.865569101425098: 03
9.76923076923077: n4
 2.0: brightlux
31.74954410097903: bergaransi
18.192137876434945: siap
7.665244422772158: diorder
2.5501677118273314: place
5.2941176470588225: rjs
7.8163672654690615: 47
3.25: 14.6g
3.8846153846153832: lzx
3.969306930693069: 53
2.970588235294116: nakeds
8.53846153846154: jsb
9.884922970399863: peri
5.355936894547469: pera
3.155989377067513: 220
5.165874308042984: gigi
11.600000000000001: biar
4.537803272522098: kinclong
10.232475598935228: bayi
6.086956521739129: freckle
4.981712892410851: removal
 7.0: eliminate
 6.0: melanin
4.815789473684209: purifying
6.559999999999999: freckles
6.144615384615385: magical
7.70393747234921: blp
6.612221368178325: sace
8.327272727272728: nutrition
6.498249708284714: silkworm
7.600000000000001: mention
 4.0: essnce
16.19545247839927: restock
7.507266033714398: amp
 5.0: bb329
 5.0: smooto
7.4780799999999985: vampire
4.829185922502667: gluta
2.215686274509803: luminoso
 1.0: smp08
14.781279969311425: pretty
3.033333333333335: smp03
4.25: whitenig
22.599618054129532: transparan
4.169642857142858: eleora
3.666666666666668: superface
22.138184019610655: mesh
3.0561797752808992: spon
19.196286472148543: sepatu
7.309608540925268: dimensi
29.150897622513344: 4d
7.800000000000001: arch
 4.0: suppor
3.6000000000000014: elg
11.014948859166012: 48
5.906121459575338: blossom
 7.0: babby
4.193348827671063: hologram
8.725628801578168: besar2an
23.07517548897458: mix
8.657534246575342: yah
10.833869829411462: dicari
7.640198973213099: under
6.216867469879517: poreraser
3.029411764705884: colourbox
4.738461538461539: eyexpert
4.046511627906977: optimum
8.999743982590815: hi
 4.0: borage
 4.0: testi
6.300000000000001: 85.000
3.9822834645669296: berminyak
29.924862290891404: discount
34.709298772451: segel
3.8636363636363633: mox
31.14612792492048: bank
3.8404669260700395: csz
2.75: jby14
4.199999999999999: neostrata
7.350000000000001: daytime
 4.0: partikel
15.153513513513513: foil
 8.0: maange
11.756609368645954: lipstik
